"","gene","genus","bcv.prob","stab.prob","refitted.coef","GeneName","moduleColor"
"677","ENSMUSG00000064280","Anaerotruncus",0.73,0.92,0.100176164184548,"coiled-coil domain containing 146","yellow"
"678","ENSMUSG00000064372","[Ruminococcus]",0.74,0.83,-0.0671410506570153,NA,"brown"
"679","ENSMUSG00000064390","Anaerotruncus",0.78,0.95,-0.0993433483089414,"U73B small nuclear RNA","red"
"680","ENSMUSG00000064672","Butyricimonas",0.72,0.87,0.126233679534123,NA,"turquoise"
"681","ENSMUSG00000064672","rc4-4",0.8,0.81,-0.0752284657931067,NA,"turquoise"
"682","ENSMUSG00000064918","Anaerotruncus",0.85,0.93,-0.0962795131755334,NA,"turquoise"
"683","ENSMUSG00000065126","Anaerotruncus",0.8,0.88,-0.0650285308605938,"small nucleolar RNA, C/D box 104","turquoise"
"684","ENSMUSG00000066441","Anaerotruncus",0.79,0.94,-0.0636143217569721,"retinol dehydrogenase 11","brown"
"685","ENSMUSG00000066456","f.Rikenellaceae",0.9,0.9,-0.115097718174301,"high mobility group nucleosomal binding domain 3","yellow"
"686","ENSMUSG00000066456","[Eubacterium]",0.84,0.91,0.0898706089076026,"high mobility group nucleosomal binding domain 3","yellow"
"687","ENSMUSG00000066677","Anaerotruncus",0.8,0.86,-0.0762788381360653,"interferon activated gene 208","green"
"688","ENSMUSG00000067203","Anaerotruncus",0.78,0.94,-0.0633913217328798,"histocompatibility 2, K region locus 2","blue"
"689","ENSMUSG00000067219","Dorea",0.71,0.65,0.0490556816763699,"NIPA-like domain containing 1","brown"
"690","ENSMUSG00000067399","Anaerotruncus",0.74,0.96,-0.0895925122751171,"tripartite motif-containing 43C","turquoise"
"691","ENSMUSG00000067629","Anaerotruncus",0.85,0.94,0.0951012160292555,"synaptic Ras GTPase activating protein 1 homolog (rat)","turquoise"
"692","ENSMUSG00000067656","f.Lachnospiraceae",0.72,0.94,-0.177021110633721,"solute carrier family 22, member 27","blue"
"693","ENSMUSG00000067786","Anaerotruncus",0.71,0.92,0.0778619540744886,"neuronatin","black"
"694","ENSMUSG00000069171","Anaerotruncus",0.9,0.98,-0.107346841119018,"nuclear receptor subfamily 2, group F, member 1","turquoise"
"695","ENSMUSG00000069733","Anaerofustis",0.76,0.88,-0.1298374955946,"ubiquitin-conjugating enzyme E2U (putative)","red"
"696","ENSMUSG00000070282","Anaerotruncus",0.76,0.92,-0.0732694064827107,NA,"blue"
"697","ENSMUSG00000070473","Alistipes",0.72,0.93,0.12720408526735,"claudin 3","turquoise"
"698","ENSMUSG00000070495","Anaerotruncus",0.81,0.88,0.0714293321922855,"CCCTC-binding factor (zinc finger protein)-like","turquoise"
"699","ENSMUSG00000071014","Alistipes",0.74,0.92,0.14533818999599,"NADH:ubiquinone oxidoreductase subunit B6","turquoise"
"700","ENSMUSG00000071035","[Ruminococcus]",0.76,0.72,-0.0532397669418772,NA,"magenta"
"701","ENSMUSG00000071036","f.Christensenellaceae",0.7,0.89,-0.147030476710582,NA,"blue"
"702","ENSMUSG00000071036","Anaerotruncus",0.88,0.98,-0.164256328839279,NA,"blue"
"703","ENSMUSG00000071656","Ruminococcus",0.81,0.95,0.270081987513668,"LRRN4 C-terminal like","purple"
"704","ENSMUSG00000072623","Anaerotruncus",0.89,0.97,-0.104636673824801,"zinc finger protein 9","yellow"
"705","ENSMUSG00000072694","Anaerotruncus",0.8,0.94,-0.118232008632301,"RIKEN cDNA 1500011B03 gene","tan"
"706","ENSMUSG00000072809","Anaerotruncus",0.83,0.94,-0.128154722467538,NA,"turquoise"
"707","ENSMUSG00000072849","Dorea",0.7,0.76,-0.0716493071923599,"serine (or cysteine) peptidase inhibitor, clade A, member 1E","brown"
"708","ENSMUSG00000072999","Anaerotruncus",0.8,0.9,0.0829852789306627,NA,"turquoise"
"709","ENSMUSG00000073016","Anaerotruncus",0.75,0.92,0.113746534110371,"uracil phosphoribosyltransferase","black"
"710","ENSMUSG00000073405","Anaerotruncus",0.87,0.91,-0.147196135907997,"histocompatibility 2, T region locus, pseudogene","brown"
"711","ENSMUSG00000073421","Butyricimonas",0.71,0.85,-0.082051535179409,"histocompatibility 2, class II antigen A, beta 1","salmon"
"712","ENSMUSG00000073448","Anaerotruncus",0.92,0.99,-0.197145957562494,NA,"yellow"
"713","ENSMUSG00000073791","Parabacteroides",0.76,0.77,0.154224040176912,"EF-hand calcium binding domain 7","blue"
"714","ENSMUSG00000073830","Anaerotruncus",0.83,0.94,0.0638206018525821,"major urinary protein 14","brown"
"715","ENSMUSG00000073835","rc4-4",0.74,0.73,-0.0461622940301716,NA,"cyan"
"716","ENSMUSG00000073902","Anaerofustis",0.74,0.89,-0.161579025719915,NA,"green"
"717","ENSMUSG00000074240","Anaerofustis",0.71,0.91,0.140322724614386,"calcium and integrin binding family member 3","brown"
"718","ENSMUSG00000074336","Alistipes",0.71,0.87,0.13413321297768,"apolipoprotein C-IV","turquoise"
"719","ENSMUSG00000074355","f.Christensenellaceae",0.88,0.96,0.224885840724304,NA,"yellow"
"720","ENSMUSG00000074415","Alistipes",0.7,0.84,-0.216373057997803,"RIKEN cDNA 3110039I08 gene","pink"
"721","ENSMUSG00000074476","rc4-4",0.71,0.81,-0.0449006065467478,"SPC24, NDC80 kinetochore complex component, homolog (S. cerevisiae)","yellow"
"722","ENSMUSG00000074635","[Eubacterium]",0.7,0.89,0.086083036520792,"RIKEN cDNA 3110070M22 gene","blue"
"723","ENSMUSG00000074657","Butyricimonas",0.81,0.91,-0.192684067318562,"kinesin family member 5A","turquoise"
"724","ENSMUSG00000074657","[Eubacterium]",0.74,0.8,-0.117070001480885,"kinesin family member 5A","turquoise"
"725","ENSMUSG00000074865","Anaerotruncus",0.81,0.82,0.120767073551621,"zinc finger protein 934","green"
"726","ENSMUSG00000075025","Anaerotruncus",0.74,0.97,0.0771706510807561,"predicted gene 10804","yellow"
"727","ENSMUSG00000075391","f.Rikenellaceae",0.7,0.91,0.0717364589254974,NA,"blue"
"728","ENSMUSG00000076609","Anaerotruncus",0.71,0.95,-0.0474644745297907,NA,"brown"
"729","ENSMUSG00000077148","Alistipes",0.73,0.98,-0.220517574070203,NA,"magenta"
"730","ENSMUSG00000077637","f.Christensenellaceae",0.71,0.86,-0.100429190757064,NA,"brown"
"731","ENSMUSG00000078440","Alistipes",0.71,0.9,0.163260758586511,"deoxyhypusine hydroxylase/monooxygenase","turquoise"
"732","ENSMUSG00000078440","[Eubacterium]",0.83,0.95,-0.0907787321562406,"deoxyhypusine hydroxylase/monooxygenase","turquoise"
"733","ENSMUSG00000078490","Alistipes",0.74,0.92,-0.175815783619919,"cilia and flagella associated protein 74","brown"
"734","ENSMUSG00000078672","f.Christensenellaceae",0.75,0.86,-0.104756679754303,"major urinary protein 20","brown"
"735","ENSMUSG00000078672","Anaerotruncus",0.72,0.9,0.0551000166167123,"major urinary protein 20","brown"
"736","ENSMUSG00000078686","Bacteroides",0.72,0.8,-0.0595106772797664,"major urinary protein 9","brown"
"737","ENSMUSG00000078687","Anaerotruncus",0.79,0.88,0.0537159853658564,"major urinary protein 8","brown"
"738","ENSMUSG00000078700","Anaerotruncus",0.73,0.92,-0.114402420154629,"RIKEN cDNA D030028A08 gene","tan"
"739","ENSMUSG00000078716","Anaerotruncus",0.78,0.9,0.0802303763717404,"transmembrane protein 8B","yellow"
"740","ENSMUSG00000078768","Anaerotruncus",0.81,0.93,-0.0748251296633556,"zinc finger protein 566","red"
"741","ENSMUSG00000078787","Anaerotruncus",0.72,0.97,0.103094343460551,"cytochrome P450, family 2, subfamily t, polypeptide 4","blue"
"742","ENSMUSG00000078902","Anaerotruncus",0.84,0.93,0.0908512351458273,NA,"magenta"
"743","ENSMUSG00000079065","Anaerotruncus",0.77,0.94,0.0923077011305565,"cDNA sequence BC005561","black"
"744","ENSMUSG00000079415","Anaerotruncus",0.75,0.87,-0.0586828830461937,"ciliary neurotrophic factor","turquoise"
"745","ENSMUSG00000079507","Dorea",0.77,0.74,0.0852379827170773,"histocompatibility 2, Q region locus 1","brown"
"746","ENSMUSG00000079553","Anaerotruncus",0.77,0.9,0.0575412234597126,"kinesin family member C1","turquoise"
"747","ENSMUSG00000079610","rc4-4",0.78,0.83,0.0490374192895487,"ankyrin repeat domain 39","magenta"
"748","ENSMUSG00000079671","Anaerotruncus",0.87,0.93,0.169021887412758,"RIKEN cDNA 2610203C22 gene","black"
"749","ENSMUSG00000080848","Anaerotruncus",0.76,0.93,-0.100322678042121,NA,"turquoise"
"750","ENSMUSG00000082039","Anaerotruncus",0.74,0.95,0.0843374668264342,NA,"blue"
"751","ENSMUSG00000082334","Alistipes",0.71,0.87,-0.16886057999511,NA,"turquoise"
"752","ENSMUSG00000082334","f.Christensenellaceae",0.77,0.95,-0.158941908557316,NA,"turquoise"
"753","ENSMUSG00000082334","[Eubacterium]",0.87,0.89,0.172526149135758,NA,"turquoise"
"754","ENSMUSG00000082932","Anaerotruncus",0.74,0.93,0.0507918443226805,"cytochrome P450, family 2, subfamily j, polypeptide 8","turquoise"
"755","ENSMUSG00000083161","f.Rikenellaceae",0.79,0.86,-0.143408560927146,NA,"turquoise"
"756","ENSMUSG00000083168","Dorea",0.72,0.8,-0.0863829115075773,NA,"yellow"
"757","ENSMUSG00000083715","Anaerotruncus",0.77,0.94,-0.0944728070962204,NA,"yellow"
"758","ENSMUSG00000083716","Alistipes",0.75,0.93,0.157583210894515,NA,"turquoise"
"759","ENSMUSG00000084309","Anaerotruncus",0.95,0.98,0.135339908827133,NA,"yellow"
"760","ENSMUSG00000084622","Anaerotruncus",0.85,0.91,0.0953051101158326,NA,"yellow"
"761","ENSMUSG00000084899","Anaerotruncus",0.75,0.89,-0.0702642950452436,NA,"yellow"
"762","ENSMUSG00000084981","Anaerotruncus",0.71,0.94,0.116364072906843,NA,"greenyellow"
"763","ENSMUSG00000085001","Butyricimonas",0.7,0.78,-0.0761906507779392,NA,"turquoise"
"764","ENSMUSG00000085282","Anaerotruncus",0.74,0.88,0.0839812728613813,"predicted gene 15663","blue"
"765","ENSMUSG00000085651","Butyricimonas",0.71,0.92,0.0862965529262755,NA,"brown"
"766","ENSMUSG00000085651","Anaerotruncus",0.75,0.94,-0.087084095366344,NA,"brown"
"767","ENSMUSG00000085665","Butyricimonas",0.87,0.85,0.224387741829686,NA,"green"
"768","ENSMUSG00000085665","rc4-4",0.77,0.67,-0.0538163124466505,NA,"green"
"769","ENSMUSG00000085665","[Eubacterium]",0.72,0.84,0.0837083678667952,NA,"green"
"770","ENSMUSG00000085667","f.Rikenellaceae",0.71,0.89,-0.0565782233894295,"predicted gene 12992","brown"
"771","ENSMUSG00000085776","f.Rikenellaceae",0.77,0.89,-0.074556926475075,"RIKEN cDNA 5430402O13 gene","yellow"
"772","ENSMUSG00000086136","Anaerotruncus",0.98,0.98,0.152492707095844,"predicted gene 12718","blue"
"773","ENSMUSG00000086165","f.Rikenellaceae",0.88,0.89,-0.11401193555949,NA,"yellow"
"774","ENSMUSG00000086165","[Eubacterium]",0.74,0.89,0.0606850366400068,NA,"yellow"
"775","ENSMUSG00000086358","Parabacteroides",0.74,0.81,-0.209414902554526,NA,"blue"
"776","ENSMUSG00000086670","f.Rikenellaceae",0.73,0.82,-0.0701451649793902,NA,"yellow"
"777","ENSMUSG00000086765","f.Rikenellaceae",0.88,0.94,-0.104682737964776,"predicted gene 11827","yellow"
"778","ENSMUSG00000086796","Butyricimonas",0.73,0.75,-0.0814783409629239,"RIKEN cDNA 4932702P03 gene","black"
"779","ENSMUSG00000086796","Escherichia",0.72,0.89,0.0967805031094435,"RIKEN cDNA 4932702P03 gene","black"
"780","ENSMUSG00000086841","[Eubacterium]",0.75,0.86,-0.0810027196337335,"RIKEN cDNA 2410006H16 gene","turquoise"
"781","ENSMUSG00000086890","f.Christensenellaceae",0.72,0.88,-0.113367357341951,NA,"turquoise"
"782","ENSMUSG00000086965","Dorea",0.76,0.78,0.106524532385614,NA,"turquoise"
"783","ENSMUSG00000087006","Parabacteroides",0.75,0.94,0.170795113046484,"predicted gene 13889","turquoise"
"784","ENSMUSG00000087006","Ruminococcus",0.73,0.85,-0.141346827940343,"predicted gene 13889","turquoise"
"785","ENSMUSG00000087107","[Eubacterium]",0.71,0.78,0.0708929425657772,"expressed sequence AI662270","green"
"786","ENSMUSG00000087107","Ruminococcus",0.75,0.88,-0.151200347088642,"expressed sequence AI662270","green"
"787","ENSMUSG00000087163","Alistipes",0.84,0.91,0.309324465835186,"predicted gene 16230","blue"
"788","ENSMUSG00000087163","f.Rikenellaceae",0.77,0.79,-0.0622040490836693,"predicted gene 16230","blue"
"789","ENSMUSG00000087163","Ruminococcus",0.8,0.95,-0.210473034981784,"predicted gene 16230","blue"
"790","ENSMUSG00000087201","Anaerotruncus",0.76,0.96,0.0825589806966185,NA,"tan"
"791","ENSMUSG00000087254","f.Rikenellaceae",0.73,0.86,-0.0537681201893857,"RIKEN cDNA 2310005A03 gene","blue"
"792","ENSMUSG00000087254","Anaerotruncus",0.86,0.95,0.098956814330204,"RIKEN cDNA 2310005A03 gene","blue"
"793","ENSMUSG00000087327","Alistipes",0.75,0.89,-0.151123492964718,NA,"blue"
"794","ENSMUSG00000087348","Ruminococcus",0.71,0.89,-0.179156222548165,NA,"blue"
"795","ENSMUSG00000087390","Anaerotruncus",0.7,0.92,0.0766720807735688,NA,"yellow"
"796","ENSMUSG00000087579","f.Christensenellaceae",0.8,0.96,0.163462685642812,"Hectd2, opposite strand","cyan"
"797","ENSMUSG00000087638","Anaerotruncus",0.87,0.99,-0.130453159221568,NA,"blue"
"798","ENSMUSG00000088008","Anaerotruncus",0.79,0.95,-0.116161937568767,NA,"blue"
"799","ENSMUSG00000088835","f.Rikenellaceae",0.84,0.88,0.0972996414113485,NA,"turquoise"
"800","ENSMUSG00000089662","Anaerotruncus",0.7,0.95,-0.0945024555370225,NA,"turquoise"
"801","ENSMUSG00000089669","f.Christensenellaceae",0.81,0.9,-0.166117976424037,"tumor necrosis factor (ligand) superfamily, member 13","blue"
"802","ENSMUSG00000090019","rc4-4",0.73,0.79,0.0459526069982505,"GTPase, IMAP family member 1","turquoise"
"803","ENSMUSG00000090034","Parabacteroides",0.73,0.83,-0.202652181703388,NA,"blue"
"804","ENSMUSG00000090061","Anaerotruncus",0.76,0.9,0.0857894466307037,"NACHT and WD repeat domain containing 2","yellow"
"805","ENSMUSG00000090273","f.Christensenellaceae",0.78,0.94,0.139350163447932,"proline rich 22","turquoise"
"806","ENSMUSG00000090273","Dorea",0.74,0.82,-0.102028202085873,"proline rich 22","turquoise"
"807","ENSMUSG00000090610","Anaerotruncus",0.76,0.98,-0.112554505649161,NA,"brown"
"808","ENSMUSG00000090785","Anaerotruncus",0.73,0.94,0.0862203930131457,NA,"blue"
"809","ENSMUSG00000090963","Anaerotruncus",0.81,0.96,-0.100790895813421,NA,"yellow"
"810","ENSMUSG00000091086","Dorea",0.81,0.88,-0.161091474858079,NA,"turquoise"
"811","ENSMUSG00000091285","Anaerofustis",0.74,0.85,0.116561586562293,NA,"blue"
"812","ENSMUSG00000091285","f.Erysipelotrichaceae",0.82,0.88,-0.0902251932277498,NA,"blue"
"813","ENSMUSG00000091285","Anaerotruncus",0.73,0.9,0.0729180369604274,NA,"blue"
"814","ENSMUSG00000091285","Blautia",0.79,0.81,-0.139650202292812,NA,"blue"
"815","ENSMUSG00000091492","f.Lachnospiraceae",0.8,0.77,-0.172456223894879,NA,"blue"
"816","ENSMUSG00000091498","Alistipes",0.75,0.93,0.159373026721762,NA,"turquoise"
"817","ENSMUSG00000091498","[Eubacterium]",0.72,0.87,-0.0567091579498335,NA,"turquoise"
"818","ENSMUSG00000091721","Anaerotruncus",0.89,0.99,-0.119416937531845,"GIMAP family P-loop NTPase domain containing 1","blue"
"819","ENSMUSG00000091803","[Eubacterium]",0.71,0.9,-0.0590539889203211,"cytochrome c oxidase assembly protein 16","turquoise"
"820","ENSMUSG00000091867","[Eubacterium]",0.76,0.92,-0.0925486794668891,"cytochrome P450, family 2, subfamily a, polypeptide 22","brown"
"821","ENSMUSG00000091867","Anaerotruncus",0.85,0.85,-0.0730478952993859,"cytochrome P450, family 2, subfamily a, polypeptide 22","brown"
"822","ENSMUSG00000091994","[Eubacterium]",0.76,0.89,0.0813031916797803,"RIKEN cDNA E130317F20 gene","red"
"823","ENSMUSG00000092008","rc4-4",0.76,0.84,0.0574797249823479,"cytochrome P450, family 2, subfamily c, polypeptide 69","brown"
"824","ENSMUSG00000092335","Escherichia",0.7,0.88,0.0675511343976275,"zinc finger protein 976","magenta"
"825","ENSMUSG00000092335","[Eubacterium]",0.74,0.89,0.0847196587136662,"zinc finger protein 976","magenta"
"826","ENSMUSG00000092354","f.Rikenellaceae",0.7,0.85,-0.0553804324637648,NA,"black"
"827","ENSMUSG00000092564","Alistipes",0.83,0.85,0.142433325080786,"cDNA sequence BC051226","turquoise"
"828","ENSMUSG00000092569","Butyricimonas",0.77,0.84,0.117202985366613,NA,"yellow"
"829","ENSMUSG00000093577","Anaerotruncus",0.72,0.87,0.0461229447836932,NA,"yellow"
"830","ENSMUSG00000093610","Anaerotruncus",0.83,0.97,0.114595092796714,"cytochrome P450, family 2, subfamily c, polypeptide 53-ps","blue"
"831","ENSMUSG00000093622","Parabacteroides",0.71,0.73,-0.175926334716268,NA,"brown"
"832","ENSMUSG00000093622","Alistipes",0.72,0.95,0.190425741043048,NA,"brown"
"833","ENSMUSG00000093622","Anaerofustis",0.73,0.96,0.180284900015853,NA,"brown"
"834","ENSMUSG00000093739","[Ruminococcus]",0.73,0.89,-0.0710400245213716,NA,"turquoise"
"835","ENSMUSG00000093798","[Ruminococcus]",0.75,0.81,0.0501007645430587,NA,"yellow"
"836","ENSMUSG00000093916","Ruminococcus",0.7,0.84,-0.15253776135367,NA,"blue"
"837","ENSMUSG00000093930","Anaerotruncus",0.89,1,-0.122899271095215,"3-hydroxy-3-methylglutaryl-Coenzyme A synthase 1","magenta"
"838","ENSMUSG00000094156","Paraprevotella",0.74,0.87,0.105886169372393,"sulfotransferase family 2A, dehydroepiandrosterone (DHEA)-preferring, member 7","brown"
"839","ENSMUSG00000094222","Anaerotruncus",0.82,0.92,0.0799898872264366,NA,"brown"
"840","ENSMUSG00000094281","Butyricimonas",0.77,0.91,-0.127678074758345,NA,"turquoise"
"841","ENSMUSG00000094595","Butyricimonas",0.85,0.88,0.158728474389154,"fibrinogen silencer binding protein","green"
"842","ENSMUSG00000094793","Anaerotruncus",0.89,0.97,0.0925859782386814,"major urinary protein 12","brown"
"843","ENSMUSG00000095180","Dorea",0.84,0.86,-0.192262987005349,"reproductive homeobox 5","turquoise"
"844","ENSMUSG00000095385","Dorea",0.7,0.68,-0.0767077803930433,"RIKEN cDNA D630033O11 gene","yellow"
"845","ENSMUSG00000095386","[Ruminococcus]",0.7,0.81,-0.0451154358822303,NA,"black"
"846","ENSMUSG00000095836","f.Rikenellaceae",0.82,0.9,-0.0687736703090069,NA,"greenyellow"
"847","ENSMUSG00000095868","Alistipes",0.7,0.87,-0.112463707648329,NA,"yellow"
"848","ENSMUSG00000095930","f.Christensenellaceae",0.7,0.91,0.0921770241953685,"NIM1 serine/threonine protein kinase","red"
"849","ENSMUSG00000096916","f.Ruminococcaceae",0.71,0.92,0.305618023782684,"zinc finger protein 850","turquoise"
"850","ENSMUSG00000096932","Anaerotruncus",0.7,0.89,0.0575915905653539,"RIKEN cDNA 5033403F01 gene","red"
"851","ENSMUSG00000097013","Parabacteroides",0.76,0.72,-0.133969613718881,NA,"blue"
"852","ENSMUSG00000097013","Butyricimonas",0.78,0.84,-0.0995465317223201,NA,"blue"
"853","ENSMUSG00000097013","Anaerotruncus",0.71,0.97,0.125540906116463,NA,"blue"
"854","ENSMUSG00000097013","Dorea",0.87,0.88,0.170684550805965,NA,"blue"
"855","ENSMUSG00000097047","f.Rikenellaceae",0.7,0.88,-0.0769467101722753,"RIKEN cDNA 1110020A21 gene","tan"
"856","ENSMUSG00000097113","Anaerotruncus",0.89,0.96,0.0788983393357119,"predicted gene, 19705","blue"
"857","ENSMUSG00000097123","f.Rikenellaceae",0.84,0.91,-0.0877062334074935,NA,"blue"
"858","ENSMUSG00000097123","Anaerotruncus",0.73,0.95,0.0809653595948659,NA,"blue"
"859","ENSMUSG00000097286","Anaerotruncus",0.85,0.98,0.129024783946856,NA,"yellow"
"860","ENSMUSG00000097296","Anaerotruncus",0.78,0.98,-0.125496521757246,NA,"turquoise"
"861","ENSMUSG00000097305","Anaerofustis",0.71,0.92,0.165707409289641,NA,"turquoise"
"862","ENSMUSG00000097305","f.Lachnospiraceae",0.78,0.91,0.263620423153675,NA,"turquoise"
"863","ENSMUSG00000097310","Anaerotruncus",0.78,0.92,0.0596129284717286,NA,"yellow"
"864","ENSMUSG00000097321","Anaerotruncus",0.96,0.93,0.118356740996676,"RIKEN cDNA 1700028E10 gene","yellow"
"865","ENSMUSG00000097417","f.Rikenellaceae",0.72,0.82,0.0540319456192278,NA,"turquoise"
"866","ENSMUSG00000097448","Anaerotruncus",0.82,0.95,0.0919726946060893,NA,"red"
"867","ENSMUSG00000097503","Anaerotruncus",0.75,0.98,-0.116715229505416,"RIKEN cDNA 3110045C21 gene","blue"
"868","ENSMUSG00000097559","Anaerotruncus",0.8,0.96,0.109187905855199,NA,"brown"
"869","ENSMUSG00000097566","Ruminococcus",0.77,0.92,0.185576139519548,NA,"brown"
"870","ENSMUSG00000097579","Dorea",0.76,0.77,0.127461659943537,NA,"yellow"
"871","ENSMUSG00000097768","Butyricimonas",0.76,0.85,-0.0920847362801664,NA,"blue"
"872","ENSMUSG00000097768","Anaerotruncus",0.97,0.99,0.213920074260428,NA,"blue"
"873","ENSMUSG00000097777","[Eubacterium]",0.81,0.93,0.147563608459398,"predicted gene, 16794","yellow"
"874","ENSMUSG00000097783","Anaerotruncus",0.83,0.97,0.0809617995035177,NA,"red"
"875","ENSMUSG00000097852","Anaerotruncus",0.85,0.98,0.10735212176002,"RIKEN cDNA 4933405D12 gene","yellow"
"876","ENSMUSG00000098076","[Eubacterium]",0.88,0.92,-0.121301209241153,NA,"turquoise"
"877","ENSMUSG00000098183","Anaerotruncus",0.75,0.92,0.0821202199651661,NA,"yellow"
"878","ENSMUSG00000098284","Anaerotruncus",0.78,0.96,0.107306273127661,NA,"blue"
"879","ENSMUSG00000098741","Anaerotruncus",0.74,0.96,0.0893141719140366,NA,"greenyellow"
"880","ENSMUSG00000098889","Anaerotruncus",0.76,0.94,0.0832910267989842,NA,"black"
"881","ENSMUSG00000098973","Alistipes",0.71,0.96,0.134135349391488,"microRNA 6236","turquoise"
"882","ENSMUSG00000099041","Anaerotruncus",0.78,0.93,0.0937032842045877,NA,"blue"
"883","ENSMUSG00000100201","[Eubacterium]",0.73,0.88,0.102438043231392,NA,"blue"
"884","ENSMUSG00000100213","f.Rikenellaceae",0.75,0.88,-0.0649789869455251,NA,"red"
"885","ENSMUSG00000100213","Anaerotruncus",0.72,0.9,0.0596376828099546,NA,"red"
"886","ENSMUSG00000100937","[Eubacterium]",0.7,0.91,0.0923753154776513,"RIKEN cDNA 1700020D05 gene","blue"
"887","ENSMUSG00000101939","Anaerotruncus",0.91,0.94,0.112733768714528,NA,"magenta"
"888","ENSMUSG00000102018","Anaerotruncus",0.81,0.92,0.0652209310861589,"IQ motif and ankyrin repeat containing 1","yellow"
"889","ENSMUSG00000102059","Anaerotruncus",0.85,0.94,-0.0696172698774234,"caspase 8 pseudogene","yellow"
"890","ENSMUSG00000102411","Anaerotruncus",0.73,0.92,0.0865959775259292,NA,"black"
"891","ENSMUSG00000102559","Anaerotruncus",0.81,0.94,0.123844599911404,NA,"black"
"892","ENSMUSG00000102602","f.Rikenellaceae",0.76,0.85,-0.0878594284979674,NA,"black"
"893","ENSMUSG00000102602","Anaerotruncus",0.82,0.88,0.0973849538467419,NA,"black"
"894","ENSMUSG00000102752","[Eubacterium]",0.85,0.93,0.125189894065071,"predicted gene 7694","magenta"
"895","ENSMUSG00000103032","Paraprevotella",0.85,0.84,0.108787351143037,NA,"brown"
"896","ENSMUSG00000103032","f.Rikenellaceae",0.9,0.93,-0.151167819290419,NA,"brown"
"897","ENSMUSG00000103662","Bacteroides",0.7,0.72,0.0490633701950718,NA,"blue"
"898","ENSMUSG00000103662","Alistipes",0.75,0.88,-0.142524503526219,NA,"blue"
"899","ENSMUSG00000103662","Ruminococcus",0.76,0.88,0.189401650316481,NA,"blue"
"900","ENSMUSG00000103711","[Eubacterium]",0.7,0.77,-0.055464563429624,"thiosulfate sulfurtransferase (rhodanese)-like domain containing 1","yellow"
"901","ENSMUSG00000104149","Escherichia",0.76,0.87,0.0817841650705829,NA,"blue"
"902","ENSMUSG00000104149","rc4-4",0.7,0.79,-0.0558547275515444,NA,"blue"
"903","ENSMUSG00000104149","f.Christensenellaceae",0.71,0.93,0.116372679929437,NA,"blue"
"904","ENSMUSG00000104213","Butyricimonas",0.83,0.83,-0.0960401143499432,NA,"blue"
"905","ENSMUSG00000104213","Dorea",0.74,0.7,0.0896964138590808,NA,"blue"
"906","ENSMUSG00000104231","f.Rikenellaceae",0.72,0.87,-0.0669611835156301,NA,"blue"
"907","ENSMUSG00000104231","[Eubacterium]",0.78,0.83,0.0816988003185022,NA,"blue"
"908","ENSMUSG00000104279","Ruminococcus",0.77,0.87,-0.225070213333355,NA,"turquoise"
"909","ENSMUSG00000104362","Anaerotruncus",0.79,0.92,0.0860254837563134,NA,"blue"
"910","ENSMUSG00000104367","f.Christensenellaceae",0.8,0.93,0.183483076864846,NA,"blue"
"911","ENSMUSG00000104443","f.Rikenellaceae",0.72,0.85,-0.0680812033101363,NA,"black"
"912","ENSMUSG00000104569","f.Christensenellaceae",0.71,0.89,-0.130460443317458,NA,"yellow"
"913","ENSMUSG00000104671","Anaerotruncus",0.71,0.94,-0.0899965812245505,NA,"yellow"
"914","ENSMUSG00000104676","[Ruminococcus]",0.74,0.79,-0.0780270976480195,NA,"blue"
"915","ENSMUSG00000104918","Anaerotruncus",0.88,0.94,0.103372256012956,NA,"greenyellow"
"916","ENSMUSG00000105076","f.Rikenellaceae",0.7,0.82,-0.0788276764311628,"RIKEN cDNA A930003O13 gene","tan"
"917","ENSMUSG00000105349","Anaerotruncus",0.7,0.93,-0.068183262999705,NA,"red"
"918","ENSMUSG00000105504","rc4-4",0.79,0.74,0.0564458372883055,"guanylate binding protein 5","salmon"
"919","ENSMUSG00000105517","Alistipes",0.77,0.92,-0.195797858479273,NA,"turquoise"
"920","ENSMUSG00000105703","Anaerotruncus",0.77,0.89,0.0867402389218803,NA,"brown"
"921","ENSMUSG00000105708","Alistipes",0.73,0.88,-0.160417145730184,NA,"blue"
"922","ENSMUSG00000105708","f.Rikenellaceae",0.78,0.9,-0.0970905392212449,NA,"blue"
"923","ENSMUSG00000105987","f.Christensenellaceae",0.72,0.9,-0.140122954512945,"expressed sequence AI506816","blue"
"924","ENSMUSG00000106025","Butyricimonas",0.7,0.79,0.110555550804174,NA,"brown"
"925","ENSMUSG00000106069","Anaerotruncus",0.76,0.84,-0.0568886072538902,NA,"blue"
"926","ENSMUSG00000106205","Anaerotruncus",0.7,0.93,-0.113587279817507,NA,"turquoise"
"927","ENSMUSG00000106224","Anaerotruncus",0.7,0.91,0.0582516727417211,NA,"turquoise"
"928","ENSMUSG00000106237","Bacteroides",0.73,0.64,-0.0551390060650658,NA,"turquoise"
"929","ENSMUSG00000106237","Anaerotruncus",0.73,0.92,0.0729840838658497,NA,"turquoise"
"930","ENSMUSG00000106288","[Eubacterium]",0.73,0.84,0.0856557940547571,NA,"blue"
"931","ENSMUSG00000106538","Anaerotruncus",0.85,0.92,-0.0975789995559216,NA,"yellow"
